IP_Address,Timestamp,Method,Resource,Protocol,Status Code,Bytes Sent,Referrer,User Agent,Source Port,Destination Port,Origin Server,Destination,Response Code,Response Time (seconds),Backend Time (seconds)
172.18.0.1,29/Oct/2024:05:25:51 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,42878,localhost,172.18.0.8:8000,200,0.032,0.032
172.18.0.1,29/Oct/2024:05:25:51 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,42894,localhost,172.18.0.7:8000,200,0.030,0.030
127.0.0.1,29/Oct/2024:05:25:55 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,42912,localhost,172.18.0.8:8000,401,0.015,0.016
172.18.0.1,29/Oct/2024:05:25:55 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,42906,localhost,172.18.0.6:8000,200,0.098,0.098
172.18.0.1,29/Oct/2024:05:25:56 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,42920,localhost,172.18.0.6:8000,200,0.050,0.050
172.18.0.1,29/Oct/2024:05:25:57 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,42924,localhost,172.18.0.8:8000,200,0.067,0.067
172.18.0.1,29/Oct/2024:05:25:59 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,42928,localhost,172.18.0.7:8000,200,0.019,0.019
172.18.0.1,29/Oct/2024:05:25:59 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,42934,localhost,172.18.0.6:8000,200,0.032,0.032
172.18.0.1,29/Oct/2024:05:25:59 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,42936,localhost,172.18.0.8:8000,200,0.086,0.086
172.18.0.1,29/Oct/2024:05:26:00 +0000,PATCH,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,34656,localhost,172.18.0.7:8000,200,0.147,0.147
172.18.0.1,29/Oct/2024:05:26:02 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,34686,localhost,172.18.0.8:8000,200,0.065,0.065
172.18.0.1,29/Oct/2024:05:26:04 +0000,POST,/register/,HTTP/1.1,201,734,-,python-requests/2.32.3,80,34672,localhost,172.18.0.6:8000,201,3.919,3.919
172.18.0.1,29/Oct/2024:05:26:04 +0000,DELETE,/users/pk/,HTTP/1.1,204,0,-,python-requests/2.32.3,80,34694,localhost,172.18.0.7:8000,204,0.071,0.071
172.18.0.1,29/Oct/2024:05:26:05 +0000,POST,/login/,HTTP/1.1,200,734,-,python-requests/2.32.3,80,34708,localhost,172.18.0.6:8000,200,0.333,0.333
172.18.0.1,29/Oct/2024:05:26:05 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,34718,localhost,172.18.0.8:8000,200,0.030,0.029
172.18.0.1,29/Oct/2024:05:26:07 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,34734,localhost,172.18.0.7:8000,200,0.076,0.076
172.18.0.1,29/Oct/2024:05:26:08 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,34744,localhost,172.18.0.6:8000,200,0.032,0.032
172.18.0.1,29/Oct/2024:05:26:09 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,34750,localhost,172.18.0.8:8000,200,0.059,0.058
172.18.0.1,29/Oct/2024:05:26:09 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,34758,localhost,172.18.0.7:8000,200,0.030,0.029
172.18.0.1,29/Oct/2024:05:26:10 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,37178,localhost,172.18.0.6:8000,200,0.049,0.049
172.18.0.1,29/Oct/2024:05:26:11 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,37190,localhost,172.18.0.8:8000,200,0.031,0.030
172.18.0.1,29/Oct/2024:05:26:16 +0000,POST,/register/,HTTP/1.1,201,738,-,python-requests/2.32.3,80,37198,localhost,172.18.0.7:8000,201,3.310,3.311
172.18.0.1,29/Oct/2024:05:26:17 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,37204,localhost,172.18.0.6:8000,200,0.039,0.039
172.18.0.1,29/Oct/2024:05:26:17 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,37220,localhost,172.18.0.7:8000,200,0.037,0.037
172.18.0.1,29/Oct/2024:05:26:17 +0000,POST,/login/,HTTP/1.1,200,738,-,python-requests/2.32.3,80,37210,localhost,172.18.0.8:8000,200,0.342,0.341
172.18.0.1,29/Oct/2024:05:26:17 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,37224,localhost,172.18.0.6:8000,200,0.024,0.024
172.18.0.1,29/Oct/2024:05:26:18 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,37238,localhost,172.18.0.8:8000,200,0.054,0.054
172.18.0.1,29/Oct/2024:05:26:19 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,45460,localhost,172.18.0.7:8000,200,0.031,0.030
172.18.0.1,29/Oct/2024:05:26:20 +0000,PATCH,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,45472,localhost,172.18.0.6:8000,200,0.117,0.116
172.18.0.1,29/Oct/2024:05:26:22 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,45482,localhost,172.18.0.8:8000,200,0.046,0.046
172.18.0.1,29/Oct/2024:05:26:23 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,45492,localhost,172.18.0.7:8000,200,0.053,0.054
172.18.0.1,29/Oct/2024:05:26:23 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,45504,localhost,172.18.0.6:8000,200,0.032,0.032
127.0.0.1,29/Oct/2024:05:26:25 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,45508,localhost,172.18.0.8:8000,401,0.020,0.019
172.18.0.1,29/Oct/2024:05:26:26 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,45510,localhost,172.18.0.7:8000,200,0.027,0.027
172.18.0.1,29/Oct/2024:05:26:28 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,45516,localhost,172.18.0.8:8000,200,0.035,0.035
172.18.0.1,29/Oct/2024:05:26:28 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,45524,localhost,172.18.0.6:8000,200,0.086,0.087
172.18.0.1,29/Oct/2024:05:26:29 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,45530,localhost,172.18.0.8:8000,200,0.037,0.037
172.18.0.1,29/Oct/2024:05:26:29 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,45536,localhost,172.18.0.7:8000,200,0.049,0.049
172.18.0.1,29/Oct/2024:05:26:31 +0000,POST,/register/,HTTP/1.1,201,740,-,python-requests/2.32.3,80,45514,localhost,172.18.0.6:8000,201,3.285,3.285
172.18.0.1,29/Oct/2024:05:26:32 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,47538,localhost,172.18.0.6:8000,200,0.027,0.027
172.18.0.1,29/Oct/2024:05:26:32 +0000,POST,/login/,HTTP/1.1,200,740,-,python-requests/2.32.3,80,47550,localhost,172.18.0.8:8000,200,0.334,0.334
172.18.0.1,29/Oct/2024:05:26:32 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,47560,localhost,172.18.0.7:8000,200,0.024,0.024
172.18.0.1,29/Oct/2024:05:26:33 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,47562,localhost,172.18.0.6:8000,200,0.095,0.095
172.18.0.1,29/Oct/2024:05:26:34 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,47566,localhost,172.18.0.8:8000,200,0.041,0.041
172.18.0.1,29/Oct/2024:05:26:34 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,47582,localhost,172.18.0.7:8000,200,0.044,0.044
172.18.0.1,29/Oct/2024:05:26:36 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,47596,localhost,172.18.0.6:8000,200,0.085,0.085
172.18.0.1,29/Oct/2024:05:26:36 +0000,DELETE,/users/pk/,HTTP/1.1,204,0,-,python-requests/2.32.3,80,47606,localhost,172.18.0.8:8000,204,0.087,0.087
172.18.0.1,29/Oct/2024:05:26:37 +0000,PATCH,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,47612,localhost,172.18.0.7:8000,200,0.086,0.086
172.18.0.1,29/Oct/2024:05:26:39 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,47626,localhost,172.18.0.6:8000,200,0.094,0.094
172.18.0.1,29/Oct/2024:05:26:39 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,53844,localhost,172.18.0.8:8000,200,0.061,0.061
172.18.0.1,29/Oct/2024:05:26:42 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,53850,localhost,172.18.0.7:8000,200,0.040,0.040
172.18.0.1,29/Oct/2024:05:26:42 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,53854,localhost,172.18.0.6:8000,200,0.028,0.028
172.18.0.1,29/Oct/2024:05:26:43 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,53856,localhost,172.18.0.8:8000,200,0.045,0.045
172.18.0.1,29/Oct/2024:05:26:43 +0000,PATCH,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,53866,localhost,172.18.0.7:8000,200,0.084,0.084
172.18.0.1,29/Oct/2024:05:26:45 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,53870,localhost,172.18.0.6:8000,200,0.034,0.035
172.18.0.1,29/Oct/2024:05:26:46 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,53878,localhost,172.18.0.8:8000,200,0.030,0.030
172.18.0.1,29/Oct/2024:05:26:48 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,53908,localhost,172.18.0.6:8000,200,0.039,0.039
172.18.0.1,29/Oct/2024:05:26:48 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,53920,localhost,172.18.0.8:8000,200,0.069,0.069
172.18.0.1,29/Oct/2024:05:26:48 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,53928,localhost,172.18.0.7:8000,200,0.055,0.055
172.18.0.1,29/Oct/2024:05:26:49 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,53930,localhost,172.18.0.6:8000,200,0.029,0.028
172.18.0.1,29/Oct/2024:05:26:50 +0000,POST,/register/,HTTP/1.1,201,734,-,python-requests/2.32.3,80,53892,localhost,172.18.0.7:8000,201,2.489,2.487
172.18.0.1,29/Oct/2024:05:26:51 +0000,POST,/login/,HTTP/1.1,200,734,-,python-requests/2.32.3,80,35120,localhost,172.18.0.8:8000,200,0.363,0.363
172.18.0.1,29/Oct/2024:05:26:52 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,35134,localhost,172.18.0.7:8000,200,0.064,0.064
172.18.0.1,29/Oct/2024:05:26:53 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,35140,localhost,172.18.0.6:8000,200,0.094,0.094
172.18.0.1,29/Oct/2024:05:26:55 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,35148,localhost,172.18.0.8:8000,200,0.078,0.078
127.0.0.1,29/Oct/2024:05:26:55 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,35150,localhost,172.18.0.7:8000,401,0.012,0.011
172.18.0.1,29/Oct/2024:05:26:55 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,35166,localhost,172.18.0.6:8000,200,0.062,0.062
172.18.0.1,29/Oct/2024:05:26:56 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,35182,localhost,172.18.0.7:8000,200,0.062,0.061
172.18.0.1,29/Oct/2024:05:26:57 +0000,GET,/users/pk/,HTTP/1.1,200,457,-,python-requests/2.32.3,80,35192,localhost,172.18.0.6:8000,200,0.075,0.075
172.18.0.1,29/Oct/2024:05:26:58 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,35196,localhost,172.18.0.8:8000,200,0.062,0.062
172.18.0.1,29/Oct/2024:05:26:59 +0000,POST,/register/,HTTP/1.1,201,738,-,python-requests/2.32.3,80,35172,localhost,172.18.0.8:8000,201,3.271,3.271
172.18.0.1,29/Oct/2024:05:27:00 +0000,POST,/login/,HTTP/1.1,200,738,-,python-requests/2.32.3,80,45268,localhost,172.18.0.7:8000,200,0.340,0.340
172.18.0.1,29/Oct/2024:05:27:00 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,45276,localhost,172.18.0.6:8000,200,0.055,0.055
172.18.0.1,29/Oct/2024:05:27:00 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,45284,localhost,172.18.0.8:8000,200,0.036,0.036
172.18.0.1,29/Oct/2024:05:27:00 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,45290,localhost,172.18.0.7:8000,200,0.024,0.024
172.18.0.1,29/Oct/2024:05:27:01 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,45304,localhost,172.18.0.6:8000,200,0.090,0.090
172.18.0.1,29/Oct/2024:05:27:03 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,45312,localhost,172.18.0.8:8000,200,0.048,0.048
172.18.0.1,29/Oct/2024:05:27:04 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,45322,localhost,172.18.0.6:8000,200,0.031,0.031
172.18.0.1,29/Oct/2024:05:27:04 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,45318,localhost,172.18.0.7:8000,200,0.065,0.065
172.18.0.1,29/Oct/2024:05:27:07 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,45328,localhost,172.18.0.8:8000,200,0.037,0.037
172.18.0.1,29/Oct/2024:05:27:08 +0000,DELETE,/users/pk/,HTTP/1.1,204,0,-,python-requests/2.32.3,80,45334,localhost,172.18.0.7:8000,204,0.097,0.097
172.18.0.1,29/Oct/2024:05:27:08 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,45340,localhost,172.18.0.6:8000,200,0.066,0.066
172.18.0.1,29/Oct/2024:05:27:09 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,45348,localhost,172.18.0.8:8000,200,0.070,0.070
172.18.0.1,29/Oct/2024:05:27:10 +0000,PATCH,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,58344,localhost,172.18.0.7:8000,200,0.062,0.062
172.18.0.1,29/Oct/2024:05:27:11 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,58356,localhost,172.18.0.7:8000,200,0.034,0.034
172.18.0.1,29/Oct/2024:05:27:11 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,58368,localhost,172.18.0.6:8000,200,0.057,0.057
172.18.0.1,29/Oct/2024:05:27:12 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,58388,localhost,172.18.0.7:8000,200,0.279,0.279
172.18.0.1,29/Oct/2024:05:27:14 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,58396,localhost,172.18.0.6:8000,200,0.032,0.032
172.18.0.1,29/Oct/2024:05:27:15 +0000,POST,/register/,HTTP/1.1,201,740,-,python-requests/2.32.3,80,58380,localhost,172.18.0.8:8000,201,3.888,3.887
172.18.0.1,29/Oct/2024:05:27:16 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,58404,localhost,172.18.0.7:8000,200,0.062,0.062
172.18.0.1,29/Oct/2024:05:27:16 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,58414,localhost,172.18.0.6:8000,200,0.052,0.052
172.18.0.1,29/Oct/2024:05:27:16 +0000,POST,/login/,HTTP/1.1,200,740,-,python-requests/2.32.3,80,58398,localhost,172.18.0.8:8000,200,0.337,0.337
172.18.0.1,29/Oct/2024:05:27:16 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,58424,localhost,172.18.0.8:8000,200,0.026,0.026
172.18.0.1,29/Oct/2024:05:27:17 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,58428,localhost,172.18.0.7:8000,200,0.067,0.067
172.18.0.1,29/Oct/2024:05:27:18 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,58434,localhost,172.18.0.6:8000,200,0.121,0.121
172.18.0.1,29/Oct/2024:05:27:19 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,58444,localhost,172.18.0.8:8000,200,0.124,0.124
172.18.0.1,29/Oct/2024:05:27:21 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,32978,localhost,172.18.0.7:8000,200,0.046,0.046
172.18.0.1,29/Oct/2024:05:27:21 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,32986,localhost,172.18.0.6:8000,200,0.072,0.072
172.18.0.1,29/Oct/2024:05:27:22 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,32994,localhost,172.18.0.8:8000,200,0.073,0.073
172.18.0.1,29/Oct/2024:05:27:23 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,33008,localhost,172.18.0.7:8000,200,0.100,0.099
127.0.0.1,29/Oct/2024:05:27:25 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,33016,localhost,172.18.0.7:8000,401,0.008,0.008
172.18.0.1,29/Oct/2024:05:27:26 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,33024,localhost,172.18.0.6:8000,200,0.063,0.063
172.18.0.1,29/Oct/2024:05:27:26 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,33026,localhost,172.18.0.8:8000,200,0.067,0.067
172.18.0.1,29/Oct/2024:05:27:27 +0000,PATCH,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,33036,localhost,172.18.0.7:8000,200,0.098,0.098
172.18.0.1,29/Oct/2024:05:27:27 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,33042,localhost,172.18.0.6:8000,200,0.098,0.099
172.18.0.1,29/Oct/2024:05:27:27 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,33058,localhost,172.18.0.8:8000,200,0.104,0.105
172.18.0.1,29/Oct/2024:05:27:28 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,33080,localhost,172.18.0.6:8000,200,0.033,0.033
172.18.0.1,29/Oct/2024:05:27:28 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,33092,localhost,172.18.0.8:8000,200,0.052,0.051
172.18.0.1,29/Oct/2024:05:27:29 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,33106,localhost,172.18.0.7:8000,200,0.064,0.065
172.18.0.1,29/Oct/2024:05:27:30 +0000,POST,/register/,HTTP/1.1,201,734,-,python-requests/2.32.3,80,33066,localhost,172.18.0.7:8000,201,2.486,2.486
172.18.0.1,29/Oct/2024:05:27:30 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,52222,localhost,172.18.0.6:8000,200,0.036,0.036
172.18.0.1,29/Oct/2024:05:27:31 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,52228,localhost,172.18.0.8:8000,200,0.022,0.022
172.18.0.1,29/Oct/2024:05:27:31 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,52238,localhost,172.18.0.7:8000,200,0.036,0.036
172.18.0.1,29/Oct/2024:05:27:31 +0000,POST,/login/,HTTP/1.1,200,734,-,python-requests/2.32.3,80,52244,localhost,172.18.0.6:8000,200,0.358,0.358
172.18.0.1,29/Oct/2024:05:27:31 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,52252,localhost,172.18.0.8:8000,200,0.024,0.024
172.18.0.1,29/Oct/2024:05:27:32 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,52262,localhost,172.18.0.7:8000,200,0.090,0.090
172.18.0.1,29/Oct/2024:05:27:32 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,52270,localhost,172.18.0.7:8000,200,0.069,0.069
172.18.0.1,29/Oct/2024:05:27:35 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,52274,localhost,172.18.0.6:8000,200,0.044,0.043
172.18.0.1,29/Oct/2024:05:27:35 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,52284,localhost,172.18.0.8:8000,200,0.080,0.080
172.18.0.1,29/Oct/2024:05:27:36 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,52286,localhost,172.18.0.7:8000,200,0.027,0.027
172.18.0.1,29/Oct/2024:05:27:38 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,52302,localhost,172.18.0.6:8000,200,0.061,0.061
172.18.0.1,29/Oct/2024:05:27:38 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,52318,localhost,172.18.0.8:8000,200,0.075,0.074
172.18.0.1,29/Oct/2024:05:27:39 +0000,PATCH,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,52332,localhost,172.18.0.6:8000,200,0.060,0.061
172.18.0.1,29/Oct/2024:05:27:39 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,52340,localhost,172.18.0.8:8000,200,0.061,0.060
172.18.0.1,29/Oct/2024:05:27:42 +0000,POST,/register/,HTTP/1.1,201,738,-,python-requests/2.32.3,80,52320,localhost,172.18.0.7:8000,201,3.348,3.348
172.18.0.1,29/Oct/2024:05:27:42 +0000,GET,/users/pk/,HTTP/1.1,200,448,-,python-requests/2.32.3,80,51488,localhost,172.18.0.7:8000,200,0.028,0.029
172.18.0.1,29/Oct/2024:05:27:42 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,51504,localhost,172.18.0.6:8000,200,0.021,0.022
172.18.0.1,29/Oct/2024:05:27:42 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,51508,localhost,172.18.0.8:8000,200,0.035,0.036
172.18.0.1,29/Oct/2024:05:27:43 +0000,POST,/login/,HTTP/1.1,200,738,-,python-requests/2.32.3,80,51516,localhost,172.18.0.7:8000,200,0.340,0.340
172.18.0.1,29/Oct/2024:05:27:43 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,51524,localhost,172.18.0.6:8000,200,0.051,0.051
172.18.0.1,29/Oct/2024:05:27:43 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,51540,localhost,172.18.0.8:8000,200,0.095,0.094
172.18.0.1,29/Oct/2024:05:27:44 +0000,GET,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,51550,localhost,172.18.0.7:8000,200,0.058,0.057
172.18.0.1,29/Oct/2024:05:27:46 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,51560,localhost,172.18.0.8:8000,200,0.061,0.060
172.18.0.1,29/Oct/2024:05:27:47 +0000,DELETE,/users/pk/,HTTP/1.1,204,0,-,python-requests/2.32.3,80,51566,localhost,172.18.0.7:8000,204,0.067,0.066
172.18.0.1,29/Oct/2024:05:27:47 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,51570,localhost,172.18.0.6:8000,200,0.027,0.027
172.18.0.1,29/Oct/2024:05:27:50 +0000,PATCH,/users/pk/,HTTP/1.1,200,463,-,python-requests/2.32.3,80,58106,localhost,172.18.0.7:8000,200,0.078,0.078
172.18.0.1,29/Oct/2024:05:27:51 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,58114,localhost,172.18.0.6:8000,200,0.073,0.072
172.18.0.1,29/Oct/2024:05:27:51 +0000,PATCH,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,58130,localhost,172.18.0.8:8000,200,0.134,0.134
172.18.0.1,29/Oct/2024:05:27:52 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,58138,localhost,172.18.0.7:8000,200,0.137,0.137
172.18.0.1,29/Oct/2024:05:27:53 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,58140,localhost,172.18.0.6:8000,200,0.025,0.024
172.18.0.1,29/Oct/2024:05:27:53 +0000,POST,/register/,HTTP/1.1,201,740,-,python-requests/2.32.3,80,58094,localhost,172.18.0.8:8000,201,3.270,3.269
172.18.0.1,29/Oct/2024:05:27:54 +0000,GET,/users/pk/,HTTP/1.1,200,460,-,python-requests/2.32.3,80,58158,localhost,172.18.0.7:8000,200,0.034,0.034
172.18.0.1,29/Oct/2024:05:27:54 +0000,POST,/login/,HTTP/1.1,200,740,-,python-requests/2.32.3,80,58154,localhost,172.18.0.8:8000,200,0.543,0.543
172.18.0.1,29/Oct/2024:05:27:54 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,58172,localhost,172.18.0.6:8000,200,0.026,0.026
127.0.0.1,29/Oct/2024:05:27:55 +0000,GET,/,HTTP/1.1,401,58,-,curl/7.88.1,80,58180,localhost,172.18.0.8:8000,401,0.012,0.012
172.18.0.1,29/Oct/2024:05:27:57 +0000,GET,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,58182,localhost,172.18.0.7:8000,200,0.031,0.032
172.18.0.1,29/Oct/2024:05:27:59 +0000,PATCH,/users/pk/,HTTP/1.1,200,451,-,python-requests/2.32.3,80,58190,localhost,172.18.0.6:8000,200,0.073,0.072
172.18.0.1,29/Oct/2024:05:27:59 +0000,DELETE,/users/pk/,HTTP/1.1,204,0,-,python-requests/2.32.3,80,58192,localhost,172.18.0.8:8000,204,0.062,0.063
172.18.0.1,29/Oct/2024:05:28:00 +0000,POST,/logout/,HTTP/1.1,200,152,-,python-requests/2.32.3,80,46358,localhost,172.18.0.6:8000,200,0.032,0.032
